"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A10EEFN0OZB72L","Apr 11 2014","12:46:43",1,"Social","One",6,0,"Switch",0,"squirrel",3,"",0,1826,"eyescenter",-1,0,0,1,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"2","A10EEFN0OZB72L","Apr 11 2014","12:46:43",2,"Social","One",6,0,"Switch",0,"squirrel",1,"",0,1034,"eyescenter",-1,0,0,1,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"3","A10EEFN0OZB72L","Apr 11 2014","12:46:43",3,"Social","One",6,0,"Switch",0,"tomato",4,"",0,1152,"eyescenter",-1,0,0,1,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"4","A10EEFN0OZB72L","Apr 11 2014","12:46:43",4,"Social","One",6,0,"Switch",0,"tomato",0,"",0,1432,"eyescenter",-1,0,0,1,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"5","A10EEFN0OZB72L","Apr 11 2014","12:46:43",5,"Social","One",6,0,"Switch",0,"Novel94",3,"Novel5",4,2779,"eyes_down_left",1,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"6","A10EEFN0OZB72L","Apr 11 2014","12:46:43",6,"Social","One",6,1,"Same",1,"Novel123",4,"Novel123",4,1660,"eyes_down_right",2,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"7","A10EEFN0OZB72L","Apr 11 2014","12:46:43",7,"Social","One",6,0,"Switch",0,"Novel48",2,"Novel5",4,4235,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,TRUE,6,FALSE
"8","A10EEFN0OZB72L","Apr 11 2014","12:46:43",8,"Social","One",6,1,"Same",1,"Novel123",4,"Novel123",4,1778,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"9","A10EEFN0OZB72L","Apr 11 2014","12:46:43",9,"Social","One",6,2,"Switch",1,"Novel140",2,"Novel73",4,1359,"eyes_left",0,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"10","A10EEFN0OZB72L","Apr 11 2014","12:46:43",10,"Social","One",6,3,"Same",1,"Novel61",1,"Novel61",1,1462,"eyes_right_90",5,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"11","A10EEFN0OZB72L","Apr 11 2014","12:46:43",11,"Social","One",6,2,"Switch",1,"Novel53",0,"Novel73",4,1958,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"12","A10EEFN0OZB72L","Apr 11 2014","12:46:43",12,"Social","One",6,3,"Same",1,"Novel61",1,"Novel61",1,1062,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"13","A10EEFN0OZB72L","Apr 11 2014","12:46:43",13,"Social","One",6,4,"Switch",0,"Novel11",3,"Novel129",1,907,"eyes_down_left",1,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"14","A10EEFN0OZB72L","Apr 11 2014","12:46:43",14,"Social","One",6,5,"Same",0,"Novel80",2,"Novel80",2,1476,"eyes_left",0,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"15","A10EEFN0OZB72L","Apr 11 2014","12:46:43",15,"Social","One",6,4,"Switch",0,"Novel32",3,"Novel129",1,3257,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"16","A10EEFN0OZB72L","Apr 11 2014","12:46:43",16,"Social","One",6,5,"Same",0,"Novel80",4,"Novel80",2,1276,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"17","A10EEFN0OZB72L","Apr 11 2014","12:46:43",17,"Social","One",6,6,"Switch",1,"Novel24",4,"Novel85",5,857,"eyes_down_right",2,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"18","A10EEFN0OZB72L","Apr 11 2014","12:46:43",18,"Social","One",6,7,"Same",0,"Novel58",2,"Novel58",2,1156,"eyes_left",0,1,0,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"19","A10EEFN0OZB72L","Apr 11 2014","12:46:43",19,"Social","One",6,6,"Switch",1,"Novel137",4,"Novel85",5,1393,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,FALSE
"20","A10EEFN0OZB72L","Apr 11 2014","12:46:43",20,"Social","One",6,7,"Same",0,"Novel58",0,"Novel58",2,2374,"eyescenter",-1,0,1,0,(Apr 11 2014 12:46:43),1,TRUE,FALSE,6,TRUE
"21","A11DPUCF844DPM","Apr 11 2014","13:52:43",1,"Social","Zero",6,0,"Switch",1,"squirrel",3,"",0,1134,"eyescenter",-1,0,0,1,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"22","A11DPUCF844DPM","Apr 11 2014","13:52:43",2,"Social","Zero",6,0,"Switch",1,"squirrel",1,"",0,1226,"eyescenter",-1,0,0,1,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"23","A11DPUCF844DPM","Apr 11 2014","13:52:43",3,"Social","Zero",6,0,"Switch",1,"tomato",4,"",0,1281,"eyescenter",-1,0,0,1,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"24","A11DPUCF844DPM","Apr 11 2014","13:52:43",4,"Social","Zero",6,0,"Switch",1,"tomato",0,"",0,3040,"eyescenter",-1,0,0,1,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"25","A11DPUCF844DPM","Apr 11 2014","13:52:43",5,"Social","Zero",6,0,"Switch",1,"Novel102",4,"Novel119",1,2564,"eyes_down_right",2,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"26","A11DPUCF844DPM","Apr 11 2014","13:52:43",6,"Social","Zero",6,0,"Switch",1,"Novel134",0,"Novel119",1,2820,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,TRUE,6,FALSE
"27","A11DPUCF844DPM","Apr 11 2014","13:52:43",7,"Social","Zero",6,1,"Same",0,"Novel8",5,"Novel8",5,2551,"eyes_right",3,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"28","A11DPUCF844DPM","Apr 11 2014","13:52:43",8,"Social","Zero",6,1,"Same",0,"Novel8",4,"Novel8",5,833,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"29","A11DPUCF844DPM","Apr 11 2014","13:52:43",9,"Social","Zero",6,2,"Switch",0,"Novel51",5,"Novel21",1,1135,"eyes_right",3,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"30","A11DPUCF844DPM","Apr 11 2014","13:52:43",10,"Social","Zero",6,2,"Switch",0,"Novel30",1,"Novel21",1,5626,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"31","A11DPUCF844DPM","Apr 11 2014","13:52:43",11,"Social","Zero",6,3,"Same",1,"Novel78",4,"Novel78",4,1734,"eyes_down_right",2,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"32","A11DPUCF844DPM","Apr 11 2014","13:52:43",12,"Social","Zero",6,3,"Same",1,"Novel78",4,"Novel78",4,600,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"33","A11DPUCF844DPM","Apr 11 2014","13:52:43",13,"Social","Zero",6,4,"Switch",0,"Novel111",0,"Novel94",3,1044,"eyes_left_90",4,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"34","A11DPUCF844DPM","Apr 11 2014","13:52:43",14,"Social","Zero",6,4,"Switch",0,"Novel123",5,"Novel94",3,3489,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"35","A11DPUCF844DPM","Apr 11 2014","13:52:43",15,"Social","Zero",6,5,"Same",1,"Novel67",1,"Novel67",1,1939,"eyes_right_90",5,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"36","A11DPUCF844DPM","Apr 11 2014","13:52:43",16,"Social","Zero",6,5,"Same",1,"Novel67",1,"Novel67",1,538,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"37","A11DPUCF844DPM","Apr 11 2014","13:52:43",17,"Social","Zero",6,6,"Switch",1,"Novel34",1,"Novel71",5,1668,"eyes_right_90",5,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"38","A11DPUCF844DPM","Apr 11 2014","13:52:43",18,"Social","Zero",6,6,"Switch",1,"Novel93",2,"Novel71",5,983,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,FALSE
"39","A11DPUCF844DPM","Apr 11 2014","13:52:43",19,"Social","Zero",6,7,"Same",0,"Novel80",1,"Novel80",1,805,"eyes_right_90",5,1,0,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"40","A11DPUCF844DPM","Apr 11 2014","13:52:43",20,"Social","Zero",6,7,"Same",0,"Novel80",2,"Novel80",1,772,"eyescenter",-1,0,1,0,(Apr 11 2014 13:52:43),0,TRUE,FALSE,6,TRUE
"41","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",1,"Social","Zero",6,0,"Same",1,"squirrel",3,"",0,5334,"eyescenter",-1,0,0,1,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"42","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",2,"Social","Zero",6,0,"Same",1,"squirrel",1,"",0,7619,"eyescenter",-1,0,0,1,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"43","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",3,"Social","Zero",6,0,"Same",1,"tomato",4,"",0,1962,"eyescenter",-1,0,0,1,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"44","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",4,"Social","Zero",6,0,"Same",1,"tomato",0,"",0,1789,"eyescenter",-1,0,0,1,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"45","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",5,"Social","Zero",6,0,"Same",1,"Novel59",5,"Novel59",5,2789,"eyes_down_right",2,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"46","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",6,"Social","Zero",6,0,"Same",1,"Novel59",5,"Novel59",5,2064,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,TRUE,6,TRUE
"47","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",7,"Social","Zero",6,1,"Switch",1,"Novel5",5,"Novel95",2,4293,"eyes_right",3,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"48","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",8,"Social","Zero",6,1,"Switch",1,"Novel95",2,"Novel95",2,6072,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"49","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",9,"Social","Zero",6,2,"Same",0,"Novel111",4,"Novel111",4,4217,"eyes_down_right",2,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"50","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",10,"Social","Zero",6,2,"Same",0,"Novel111",0,"Novel111",4,1668,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"51","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",11,"Social","Zero",6,3,"Switch",0,"Novel91",0,"Novel69",1,1583,"eyes_left_90",4,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"52","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",12,"Social","Zero",6,3,"Switch",0,"Novel128",4,"Novel69",1,3647,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"53","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",13,"Social","Zero",6,4,"Same",0,"Novel90",5,"Novel90",5,1859,"eyes_right",3,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"54","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",14,"Social","Zero",6,4,"Same",0,"Novel90",4,"Novel90",5,762,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"55","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",15,"Social","Zero",6,5,"Switch",1,"Novel7",2,"Novel17",5,2322,"eyes_left",0,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"56","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",16,"Social","Zero",6,5,"Switch",1,"Novel17",5,"Novel17",5,3881,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"57","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",17,"Social","Zero",6,6,"Same",1,"Novel6",0,"Novel6",0,1596,"eyes_left_90",4,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"58","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",18,"Social","Zero",6,6,"Same",1,"Novel6",0,"Novel6",0,471,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,TRUE
"59","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",19,"Social","Zero",6,7,"Switch",0,"Novel58",3,"Novel57",1,1606,"eyes_down_left",1,1,0,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"60","A11YOOX5ZN0Z9C","Apr 10 2014","18:16:32",20,"Social","Zero",6,7,"Switch",0,"Novel135",5,"Novel57",1,3599,"eyescenter",-1,0,1,0,(Apr 10 2014 18:16:32),0,TRUE,FALSE,6,FALSE
"61","A123F7829DTAYZ","Apr 11 2014","18:15:31",1,"Social","Seven",6,0,"Same",0,"squirrel",3,"",0,2472,"eyescenter",-1,0,0,1,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"62","A123F7829DTAYZ","Apr 11 2014","18:15:31",2,"Social","Seven",6,0,"Same",0,"squirrel",1,"",0,1071,"eyescenter",-1,0,0,1,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"63","A123F7829DTAYZ","Apr 11 2014","18:15:31",3,"Social","Seven",6,0,"Same",0,"tomato",4,"",0,1272,"eyescenter",-1,0,0,1,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"64","A123F7829DTAYZ","Apr 11 2014","18:15:31",4,"Social","Seven",6,0,"Same",0,"tomato",0,"",0,1021,"eyescenter",-1,0,0,1,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"65","A123F7829DTAYZ","Apr 11 2014","18:15:31",5,"Social","Seven",6,0,"Same",0,"Novel82",5,"Novel82",5,1924,"eyes_right",3,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,TRUE
"66","A123F7829DTAYZ","Apr 11 2014","18:15:31",6,"Social","Seven",6,1,"Switch",1,"Novel89",5,"Novel138",0,1004,"eyes_right",3,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"67","A123F7829DTAYZ","Apr 11 2014","18:15:31",7,"Social","Seven",6,2,"Same",1,"Novel9",1,"Novel9",1,926,"eyes_right_90",5,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,TRUE
"68","A123F7829DTAYZ","Apr 11 2014","18:15:31",8,"Social","Seven",6,3,"Switch",1,"Novel77",2,"Novel99",0,1085,"eyes_left",0,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"69","A123F7829DTAYZ","Apr 11 2014","18:15:31",9,"Social","Seven",6,4,"Same",1,"Novel35",1,"Novel35",1,611,"eyes_right_90",5,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,TRUE
"70","A123F7829DTAYZ","Apr 11 2014","18:15:31",10,"Social","Seven",6,5,"Switch",0,"Novel66",4,"Novel136",2,560,"eyes_down_right",2,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"71","A123F7829DTAYZ","Apr 11 2014","18:15:31",11,"Social","Seven",6,6,"Same",0,"Novel98",3,"Novel98",3,257,"eyes_down_left",1,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,TRUE
"72","A123F7829DTAYZ","Apr 11 2014","18:15:31",12,"Social","Seven",6,7,"Switch",0,"Novel57",3,"Novel49",4,155,"eyes_down_left",1,1,0,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"73","A123F7829DTAYZ","Apr 11 2014","18:15:31",13,"Social","Seven",6,0,"Same",0,"Novel82",3,"Novel82",5,1242,"eyescenter",-1,0,1,0,(Apr 11 2014 18:15:31),7,TRUE,TRUE,6,TRUE
"74","A123F7829DTAYZ","Apr 11 2014","18:15:31",14,"Social","Seven",6,1,"Switch",1,"Novel17",3,"Novel138",0,3813,"eyescenter",-1,0,1,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
"75","A123F7829DTAYZ","Apr 11 2014","18:15:31",15,"Social","Seven",6,2,"Same",1,"Novel9",1,"Novel9",1,3459,"eyescenter",-1,0,1,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,TRUE
"76","A123F7829DTAYZ","Apr 11 2014","18:15:31",16,"Social","Seven",6,3,"Switch",1,"Novel122",5,"Novel99",0,4737,"eyescenter",-1,0,1,0,(Apr 11 2014 18:15:31),7,TRUE,FALSE,6,FALSE
