"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","trial_cat","intervalNum","include","first.trial","numPicN","correct","subids"
"Jan 13 2015","22:37:50",1,"Live","No-social","Three",4,"Chrome",0,"Same",0,"squirrel",0,"",0,4121,"up-left-4sec","0","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 13 2015","22:37:50",2,"Live","No-social","Three",4,"Chrome",0,"Same",0,"squirrel",0,"",0,2059,"up-left-4sec","0","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 13 2015","22:37:50",3,"Live","No-social","Three",4,"Chrome",0,"Same",0,"tomato",1,"",0,557,"up-right-4sec","1","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 13 2015","22:37:50",4,"Live","No-social","Three",4,"Chrome",0,"Same",0,"tomato",2,"",0,697,"down-left-4sec","2","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 13 2015","22:37:50",5,"Live","No-social","Three",4,"Chrome",0,"Same",0,"Novel21",1,"Novel21",1,14408,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",6,"Live","No-social","Three",4,"Chrome",1,"Switch",0,"Novel36",0,"Novel62",1,2441,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",7,"Live","No-social","Three",4,"Chrome",2,"Same",1,"Novel96",1,"Novel96",1,1820,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",8,"Live","No-social","Three",4,"Chrome",3,"Switch",1,"Novel139",2,"Novel124",0,1488,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",9,"Live","No-social","Three",4,"Chrome",0,"Same",0,"Novel31",3,"Novel21",1,1929,"straight-ahead","-1","test",3,TRUE,TRUE,4,FALSE,"1"
"Jan 13 2015","22:37:50",10,"Live","No-social","Three",4,"Chrome",1,"Switch",0,"Novel62",0,"Novel62",1,3039,"straight-ahead","-1","test",3,TRUE,FALSE,4,TRUE,"1"
"Jan 13 2015","22:37:50",11,"Live","No-social","Three",4,"Chrome",2,"Same",1,"Novel15",2,"Novel96",1,3082,"straight-ahead","-1","test",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",12,"Live","No-social","Three",4,"Chrome",3,"Switch",1,"Novel17",1,"Novel124",0,5330,"straight-ahead","-1","test",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",13,"Live","No-social","Three",4,"Chrome",4,"Same",1,"Novel118",0,"Novel118",0,3554,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",14,"Live","No-social","Three",4,"Chrome",5,"Switch",1,"Novel108",1,"Novel78",0,3746,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",15,"Live","No-social","Three",4,"Chrome",6,"Same",0,"Novel119",0,"Novel119",0,1727,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",16,"Live","No-social","Three",4,"Chrome",7,"Switch",0,"Novel123",2,"Novel41",0,3134,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",17,"Live","No-social","Three",4,"Chrome",4,"Same",1,"Novel64",1,"Novel118",0,653,"straight-ahead","-1","test",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",18,"Live","No-social","Three",4,"Chrome",5,"Switch",1,"Novel78",0,"Novel78",0,2250,"straight-ahead","-1","test",3,TRUE,FALSE,4,TRUE,"1"
"Jan 13 2015","22:37:50",19,"Live","No-social","Three",4,"Chrome",6,"Same",0,"Novel28",2,"Novel119",0,1971,"straight-ahead","-1","test",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",20,"Live","No-social","Three",4,"Chrome",7,"Switch",0,"Novel106",3,"Novel41",0,1308,"straight-ahead","-1","test",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",21,"Live","No-social","Three",4,"Chrome",8,"Same",0,"Novel130",1,"Novel130",1,2219,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",22,"Live","No-social","Three",4,"Chrome",9,"Switch",0,"Novel120",0,"Novel4",2,2587,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 13 2015","22:37:50",23,"Live","No-social","Three",4,"Chrome",10,"Same",1,"Novel73",0,"Novel73",0,525,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
