"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","trial_cat","intervalNum","include","first.trial","numPicN","correct","subids"
"Jan 09 2015","05:04:06",1,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"squirrel",0,"",0,1416,"up-left-4sec","0","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",2,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"squirrel",0,"",0,1287,"up-left-4sec","0","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",3,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"tomato",1,"",0,613,"up-right-4sec","1","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",4,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"tomato",2,"",0,587,"down-left-4sec","2","example",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",5,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"Novel131",3,"Novel23",2,1391,"down-right-4sec","3","exposure",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",6,"Live","SocialFirst","Three",4,"Firefox",1,"Same",0,"Novel5",1,"Novel5",1,690,"up-right-4sec","1","test",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",7,"Live","SocialFirst","Three",4,"Firefox",2,"Switch",1,"Novel4",3,"Novel136",2,691,"down-right-4sec","3","exposure",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",8,"Live","SocialFirst","Three",4,"Firefox",3,"Same",0,"Novel25",3,"Novel25",3,2113,"down-right-4sec","3","test",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",9,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"Novel69",0,"Novel23",2,3057,"straight-ahead","-1","exposure",3,TRUE,TRUE,4,FALSE,"1"
"Jan 09 2015","05:04:06",10,"Live","SocialFirst","Three",4,"Firefox",1,"Same",0,"Novel107",2,"Novel5",1,1977,"straight-ahead","-1","test",3,TRUE,FALSE,4,FALSE,"1"
"Jan 09 2015","05:04:06",11,"Live","SocialFirst","Three",4,"Firefox",2,"Switch",1,"Novel129",1,"Novel136",2,2472,"straight-ahead","-1","exposure",3,TRUE,FALSE,4,FALSE,"1"
"Jan 09 2015","05:04:06",12,"Live","SocialFirst","Three",4,"Firefox",3,"Same",0,"Novel25",2,"Novel25",3,2750,"straight-ahead","-1","test",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",13,"Live","SocialFirst","Three",4,"Firefox",4,"Switch",0,"Novel105",3,"Novel98",0,878,"down-right-4sec","3","exposure",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",14,"Live","SocialFirst","Three",4,"Firefox",5,"Same",1,"Novel57",0,"Novel57",0,301,"up-left-4sec","0","test",3,TRUE,FALSE,4,TRUE,"1"
"Jan 09 2015","05:04:06",15,"Live","SocialFirst","Three",4,"Firefox",6,"Switch",1,"Novel139",2,"Novel21",3,210,"down-left-4sec","2","exposure",3,TRUE,FALSE,4,TRUE,"1"
