"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",1,"Social","Zero",6,0,"Same",0,"squirrel",3,"",0,20108,"eyescenter",-1,0,0,1,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"2","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",2,"Social","Zero",6,0,"Same",0,"squirrel",1,"",0,994,"eyescenter",-1,0,0,1,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"3","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",3,"Social","Zero",6,0,"Same",0,"tomato",4,"",0,2856,"eyescenter",-1,0,0,1,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"4","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",4,"Social","Zero",6,0,"Same",0,"tomato",0,"",0,2159,"eyescenter",-1,0,0,1,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"5","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",5,"Social","Zero",6,0,"Same",0,"Novel14",0,"Novel14",0,19168,"eyes_left_90",4,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"6","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",6,"Social","Zero",6,0,"Same",0,"Novel14",5,"Novel14",0,4909,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,TRUE,6,TRUE
"7","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",7,"Social","Zero",6,1,"Switch",1,"Novel121",1,"Novel70",5,14588,"eyes_right_90",5,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"8","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",8,"Social","Zero",6,1,"Switch",1,"Novel70",5,"Novel70",5,20439,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"9","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",9,"Social","Zero",6,2,"Same",1,"Novel7",3,"Novel7",3,1527,"eyes_down_left",1,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"10","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",10,"Social","Zero",6,2,"Same",1,"Novel7",3,"Novel7",3,787,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"11","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",11,"Social","Zero",6,3,"Switch",1,"Novel45",1,"Novel94",4,14941,"eyes_right_90",5,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"12","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",12,"Social","Zero",6,3,"Switch",1,"Novel94",4,"Novel94",4,28795,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"13","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",13,"Social","Zero",6,4,"Same",1,"Novel19",5,"Novel19",5,1972,"eyes_right",3,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"14","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",14,"Social","Zero",6,4,"Same",1,"Novel19",5,"Novel19",5,3064,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"15","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",15,"Social","Zero",6,5,"Switch",0,"Novel93",5,"Novel36",1,13988,"eyes_right",3,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"16","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",16,"Social","Zero",6,5,"Switch",0,"Novel36",3,"Novel36",1,20524,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"17","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",17,"Social","Zero",6,6,"Same",0,"Novel107",1,"Novel107",1,731,"eyes_right_90",5,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"18","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",18,"Social","Zero",6,6,"Same",0,"Novel107",2,"Novel107",1,1013,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
"19","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",19,"Social","Zero",6,7,"Switch",0,"Novel103",0,"Novel40",3,17922,"eyes_left_90",4,1,0,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,FALSE
"20","A17RRO4CXGCWT0","Apr 18 2014","10:48:29",20,"Social","Zero",6,7,"Switch",0,"Novel40",5,"Novel40",3,27719,"eyescenter",-1,0,1,0,(Apr 18 2014 10:48:29),0,TRUE,FALSE,6,TRUE
