"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",1,"Social","One",6,0,"Switch",1,"squirrel",3,"",0,4653,"eyescenter",-1,0,0,1,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"2","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",2,"Social","One",6,0,"Switch",1,"squirrel",1,"",0,3443,"eyescenter",-1,0,0,1,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"3","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",3,"Social","One",6,0,"Switch",1,"tomato",4,"",0,10490,"eyescenter",-1,0,0,1,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"4","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",4,"Social","One",6,0,"Switch",1,"tomato",0,"",0,1366,"eyescenter",-1,0,0,1,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"5","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",5,"Social","One",6,0,"Switch",1,"Novel12",4,"Novel7",2,25232,"eyes_down_right",2,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"6","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",6,"Social","One",6,1,"Same",0,"Novel43",0,"Novel43",0,16553,"eyes_left_90",4,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"7","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",7,"Social","One",6,0,"Switch",1,"Novel7",2,"Novel7",2,11585,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,TRUE,6,TRUE
"8","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",8,"Social","One",6,1,"Same",0,"Novel18",0,"Novel43",0,11771,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"9","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",9,"Social","One",6,2,"Switch",0,"Novel35",2,"Novel127",0,18288,"eyes_left",0,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"10","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",10,"Social","One",6,3,"Same",1,"Novel16",2,"Novel16",2,13766,"eyes_left",0,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"11","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",11,"Social","One",6,2,"Switch",0,"Novel127",3,"Novel127",0,16317,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"12","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",12,"Social","One",6,3,"Same",1,"Novel133",5,"Novel16",2,4562,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"13","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",13,"Social","One",6,4,"Switch",0,"Novel20",3,"Novel118",5,21271,"eyes_down_left",1,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"14","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",14,"Social","One",6,5,"Same",1,"Novel107",4,"Novel107",4,5956,"eyes_down_right",2,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"15","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",15,"Social","One",6,4,"Switch",0,"Novel118",3,"Novel118",5,18962,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"16","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",16,"Social","One",6,5,"Same",1,"Novel93",1,"Novel107",4,8117,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"17","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",17,"Social","One",6,6,"Switch",1,"Novel25",2,"Novel14",0,11708,"eyes_left",0,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
"18","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",18,"Social","One",6,7,"Same",0,"Novel131",1,"Novel131",1,4496,"eyes_right_90",5,1,0,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"19","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",19,"Social","One",6,6,"Switch",1,"Novel14",0,"Novel14",0,10066,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,TRUE
"20","A17RRO4CXGCWT0","Apr 18 2014","11:45:56",20,"Social","One",6,7,"Same",0,"Novel82",5,"Novel131",1,5664,"eyescenter",-1,0,1,0,(Apr 18 2014 11:45:56),1,TRUE,FALSE,6,FALSE
