"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",1,"Social","Seven",4,0,"Same",0,"squirrel",0,"",0,2327,"eyescenter",-1,0,0,1,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"2","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",2,"Social","Seven",4,0,"Same",0,"squirrel",0,"",0,2320,"eyescenter",-1,0,0,1,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"3","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",3,"Social","Seven",4,0,"Same",0,"tomato",1,"",0,3361,"eyescenter",-1,0,0,1,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"4","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",4,"Social","Seven",4,0,"Same",0,"tomato",2,"",0,1254,"eyescenter",-1,0,0,1,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"5","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",5,"Social","Seven",4,0,"Same",0,"Novel5",2,"Novel5",2,6364,"eyes_down_right",2,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,TRUE
"6","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",6,"Social","Seven",4,1,"Switch",0,"Novel7",1,"Novel70",2,2782,"eyes_down_left",1,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"7","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",7,"Social","Seven",4,2,"Same",1,"Novel51",2,"Novel51",2,2000,"eyes_down_right",2,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,TRUE
"8","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",8,"Social","Seven",4,3,"Switch",1,"Novel3",2,"Novel133",1,1166,"eyes_down_right",2,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"9","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",9,"Social","Seven",4,4,"Same",1,"Novel49",2,"Novel49",2,1051,"eyes_down_right",2,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,TRUE
"10","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",10,"Social","Seven",4,5,"Switch",0,"Novel9",3,"Novel52",1,1672,"eyes_right",3,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"11","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",11,"Social","Seven",4,6,"Same",0,"Novel62",3,"Novel62",3,973,"eyes_right",3,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,TRUE
"12","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",12,"Social","Seven",4,7,"Switch",1,"Novel34",0,"Novel88",2,1107,"eyes_left",0,1,0,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"13","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",13,"Social","Seven",4,0,"Same",0,"Novel5",3,"Novel5",2,5021,"eyescenter",-1,0,1,0,(Apr 07 2014 02:37:40),7,TRUE,TRUE,4,TRUE
"14","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",14,"Social","Seven",4,1,"Switch",0,"Novel130",2,"Novel70",2,3456,"eyescenter",-1,0,1,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
"15","A0607295133OZ2DIJW5P8","Apr 07 2014","02:37:40",15,"Social","Seven",4,2,"Same",1,"Novel101",1,"Novel51",2,2721,"eyescenter",-1,0,1,0,(Apr 07 2014 02:37:40),7,TRUE,FALSE,4,FALSE
