"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",1,"Social","Seven",4,0,"Same",1,"squirrel",0,"",0,1935,"eyescenter",-1,0,0,1,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"2","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",2,"Social","Seven",4,0,"Same",1,"squirrel",0,"",0,1877,"eyescenter",-1,0,0,1,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"3","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",3,"Social","Seven",4,0,"Same",1,"tomato",1,"",0,1316,"eyescenter",-1,0,0,1,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"4","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",4,"Social","Seven",4,0,"Same",1,"tomato",2,"",0,1122,"eyescenter",-1,0,0,1,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"5","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",5,"Social","Seven",4,0,"Same",1,"Novel40",1,"Novel40",1,4417,"eyes_down_right",2,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,TRUE
"6","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",6,"Social","Seven",4,1,"Switch",1,"Novel3",0,"Novel97",1,4449,"eyes_down_left",1,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"7","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",7,"Social","Seven",4,2,"Same",1,"Novel32",0,"Novel32",0,6247,"eyes_down_right",2,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,TRUE
"8","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",8,"Social","Seven",4,3,"Switch",1,"Novel65",2,"Novel27",3,5355,"eyes_down_left",1,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"9","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",9,"Social","Seven",4,4,"Same",0,"Novel131",0,"Novel131",0,3157,"eyes_down_right",2,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,TRUE
"10","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",10,"Social","Seven",4,5,"Switch",0,"Novel2",1,"Novel105",2,3754,"eyes_down_right",2,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,FALSE
"11","A0877319FSQMNZX627BU","Apr 19 2014","15:22:08",11,"Social","Seven",4,6,"Same",0,"Novel109",2,"Novel109",2,4593,"eyes_down_right",2,1,0,0,(Apr 19 2014 15:22:08),7,TRUE,FALSE,4,TRUE
