"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",1,"No-Social","Zero",4,0,"Switch",1,"squirrel",0,"",0,949,"eyescenter",-1,0,0,1,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"2","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",2,"No-Social","Zero",4,0,"Switch",1,"squirrel",0,"",0,915,"eyescenter",-1,0,0,1,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"3","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",3,"No-Social","Zero",4,0,"Switch",1,"tomato",1,"",0,1042,"eyescenter",-1,0,0,1,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"4","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",4,"No-Social","Zero",4,0,"Switch",1,"tomato",2,"",0,980,"eyescenter",-1,0,0,1,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"5","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",5,"No-Social","Zero",4,0,"Switch",1,"Novel114",2,"Novel38",1,2485,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"6","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",6,"No-Social","Zero",4,0,"Switch",1,"Novel73",2,"Novel38",1,3368,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,TRUE,4,FALSE
"7","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",7,"No-Social","Zero",4,1,"Same",1,"Novel49",3,"Novel49",3,2506,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"8","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",8,"No-Social","Zero",4,1,"Same",1,"Novel49",3,"Novel49",3,1113,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"9","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",9,"No-Social","Zero",4,2,"Switch",1,"Novel29",2,"Novel107",3,2449,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"10","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",10,"No-Social","Zero",4,2,"Switch",1,"Novel107",3,"Novel107",3,1843,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"11","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",11,"No-Social","Zero",4,3,"Same",0,"Novel104",0,"Novel104",0,3323,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"12","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",12,"No-Social","Zero",4,3,"Same",0,"Novel104",1,"Novel104",0,1035,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"13","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",13,"No-Social","Zero",4,4,"Switch",0,"Novel44",1,"Novel87",3,3298,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"14","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",14,"No-Social","Zero",4,4,"Switch",0,"Novel69",0,"Novel87",3,2376,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"15","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",15,"No-Social","Zero",4,5,"Same",1,"Novel118",3,"Novel118",3,2755,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"16","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",16,"No-Social","Zero",4,5,"Same",1,"Novel118",3,"Novel118",3,1236,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"17","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",17,"No-Social","Zero",4,6,"Switch",0,"Novel88",0,"Novel5",3,3042,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"18","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",18,"No-Social","Zero",4,6,"Switch",0,"Novel58",2,"Novel5",3,2672,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,FALSE
"19","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",19,"No-Social","Zero",4,7,"Same",0,"Novel42",1,"Novel42",1,2636,"eyescenter",-1,1,0,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
"20","A0987913304TQJJ683IBA","Mar 29 2014","18:40:17",20,"No-Social","Zero",4,7,"Same",0,"Novel42",0,"Novel42",1,1090,"eyescenter",-1,0,1,0,(Mar 29 2014 18:40:17),0,TRUE,FALSE,4,TRUE
