"","subid","submit.date","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"1","A10C8F6B8X2HUS","May 13 2014","11:37:59",1,"Social","Seven",8,0,"Switch",0,"squirrel",3,"",0,2197,"eyes_center",-1,0,0,1,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"2","A10C8F6B8X2HUS","May 13 2014","11:37:59",2,"Social","Seven",8,0,"Switch",0,"squirrel",4,"",0,4165,"eyes_center",-1,0,0,1,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"3","A10C8F6B8X2HUS","May 13 2014","11:37:59",3,"Social","Seven",8,0,"Switch",0,"tomato",1,"",0,2319,"eyes_center",-1,0,0,1,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"4","A10C8F6B8X2HUS","May 13 2014","11:37:59",4,"Social","Seven",8,0,"Switch",0,"tomato",6,"",0,1122,"eyes_center",-1,0,0,1,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"5","A10C8F6B8X2HUS","May 13 2014","11:37:59",5,"Social","Seven",8,0,"Switch",0,"Novel125",3,"Novel1",5,2407,"eyes_up_right",3,1,0,0,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"6","A10C8F6B8X2HUS","May 13 2014","11:37:59",6,"Social","Seven",8,1,"Same",1,"Novel29",6,"Novel29",6,1489,"eyes_down_mid_right",6,1,0,0,(May 13 2014 11:37:59),7,TRUE,FALSE,8,TRUE
"7","A10C8F6B8X2HUS","May 13 2014","11:37:59",7,"Social","Seven",8,2,"Switch",0,"Novel50",1,"Novel116",4,3009,"eyes_up_mid_left",1,1,0,0,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"8","A10C8F6B8X2HUS","May 13 2014","11:37:59",8,"Social","Seven",8,3,"Same",0,"Novel19",0,"Novel19",0,2086,"eyes_up_left",0,1,0,0,(May 13 2014 11:37:59),7,TRUE,FALSE,8,TRUE
"9","A10C8F6B8X2HUS","May 13 2014","11:37:59",9,"Social","Seven",8,4,"Switch",1,"Novel49",4,"Novel33",1,2020,"eyes_down_left",4,1,0,0,(May 13 2014 11:37:59),7,TRUE,FALSE,8,FALSE
"10","A10C8F6B8X2HUS","May 13 2014","11:37:59",10,"Social","Seven",8,5,"Same",1,"Novel130",4,"Novel130",4,2126,"eyes_down_left",4,1,0,0,(May 13 2014 11:37:59),7,TRUE,FALSE,8,TRUE
