"subid","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","example_trial","exposure_trial","test_trial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",1,"Noisy","Social","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,4463,"straightahead",-1,1,0,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",2,"Noisy","Social","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,7414,"straightahead",-1,1,0,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",3,"Noisy","Social","Zero",4,"Chrome",0,"Same","tomato",1,"",0,1386,"straightahead",-1,1,0,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",4,"Noisy","Social","Zero",4,"Chrome",0,"Same","tomato",2,"",0,1713,"straightahead",-1,1,0,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",5,"Noisy","Social","Zero",4,"Chrome",0,"Same","Novel122",2,"Novel122",2,2460,"noisyLD",0,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",6,"Noisy","Social","Zero",4,"Chrome",0,"Same","Novel122",3,"Novel122",2,526,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,TRUE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",7,"Noisy","Social","Zero",4,"Chrome",1,"Switch","Novel109",0,"Novel140",3,590,"noisyLU",1,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",8,"Noisy","Social","Zero",4,"Chrome",1,"Switch","Novel69",2,"Novel140",3,3572,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",9,"Noisy","Social","Zero",4,"Chrome",2,"Same","Novel35",1,"Novel35",1,3555,"noisyRU",3,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",10,"Noisy","Social","Zero",4,"Chrome",2,"Same","Novel35",1,"Novel35",1,331,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",11,"Noisy","Social","Zero",4,"Chrome",3,"Switch","Novel93",0,"Novel28",3,2537,"noisyLU",1,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",12,"Noisy","Social","Zero",4,"Chrome",3,"Switch","Novel28",3,"Novel28",3,766,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",13,"Noisy","Social","Zero",4,"Chrome",4,"Same","Novel57",2,"Novel57",2,2726,"noisyLD",0,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",14,"Noisy","Social","Zero",4,"Chrome",4,"Same","Novel57",1,"Novel57",2,535,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",15,"Noisy","Social","Zero",4,"Chrome",5,"Switch","Novel123",3,"Novel134",2,3773,"noisyRD",2,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",16,"Noisy","Social","Zero",4,"Chrome",5,"Switch","Novel17",1,"Novel134",2,845,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",17,"Noisy","Social","Zero",4,"Chrome",6,"Same","Novel132",3,"Novel132",3,2050,"noisyRD",2,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",18,"Noisy","Social","Zero",4,"Chrome",6,"Same","Novel132",3,"Novel132",3,243,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",19,"Noisy","Social","Zero",4,"Chrome",7,"Switch","Novel104",1,"Novel99",0,2501,"noisyLU",1,0,1,0,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,FALSE
"A00191882MY7HMU9HDWM2","Oct 06 2014","17:44:04",20,"Noisy","Social","Zero",4,"Chrome",7,"Switch","Novel99",3,"Novel99",0,537,"straightahead",-1,0,0,1,(Oct 06 2014 17:44:04),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",1,"Noisy","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,1126,"straightahead",-1,1,0,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",2,"Noisy","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,603,"straightahead",-1,1,0,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",3,"Noisy","Social","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,1750,"straightahead",-1,1,0,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",4,"Noisy","Social","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,2045,"straightahead",-1,1,0,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",5,"Noisy","Social","Zero",4,"Chrome",0,"Switch","Novel113",2,"Novel16",0,3405,"noisyRU",3,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",6,"Noisy","Social","Zero",4,"Chrome",0,"Switch","Novel88",1,"Novel16",0,6997,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,TRUE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",7,"Noisy","Social","Zero",4,"Chrome",1,"Same","Novel68",1,"Novel68",1,6093,"noisyRD",2,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",8,"Noisy","Social","Zero",4,"Chrome",1,"Same","Novel68",0,"Novel68",1,2694,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",9,"Noisy","Social","Zero",4,"Chrome",2,"Switch","Novel82",3,"Novel53",1,2795,"noisyLD",0,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",10,"Noisy","Social","Zero",4,"Chrome",2,"Switch","Novel36",1,"Novel53",1,3428,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",11,"Noisy","Social","Zero",4,"Chrome",3,"Same","Novel95",0,"Novel95",0,5783,"noisyLD",0,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",12,"Noisy","Social","Zero",4,"Chrome",3,"Same","Novel95",0,"Novel95",0,1003,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",13,"Noisy","Social","Zero",4,"Chrome",4,"Switch","Novel4",1,"Novel120",3,3337,"noisyRU",3,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",14,"Noisy","Social","Zero",4,"Chrome",4,"Switch","Novel70",2,"Novel120",3,1603,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",15,"Noisy","Social","Zero",4,"Chrome",5,"Same","Novel57",1,"Novel57",1,4239,"noisyLU",1,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",16,"Noisy","Social","Zero",4,"Chrome",5,"Same","Novel57",1,"Novel57",1,1102,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",17,"Noisy","Social","Zero",4,"Chrome",6,"Switch","Novel24",1,"Novel61",2,1484,"noisyRU",3,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",18,"Noisy","Social","Zero",4,"Chrome",6,"Switch","Novel33",0,"Novel61",2,2009,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,FALSE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",19,"Noisy","Social","Zero",4,"Chrome",7,"Same","Novel27",2,"Novel27",2,1747,"noisyLD",0,0,1,0,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A1070I2RE0R5RH","Oct 06 2014","08:31:10",20,"Noisy","Social","Zero",4,"Chrome",7,"Same","Novel27",0,"Novel27",2,3713,"straightahead",-1,0,0,1,(Oct 06 2014 08:31:10),0,TRUE,FALSE,4,TRUE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",1,"Short","Social","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,1852,"straightahead",-1,1,0,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",2,"Short","Social","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,1772,"straightahead",-1,1,0,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",3,"Short","Social","Zero",4,"Chrome",0,"Same","tomato",1,"",0,1730,"straightahead",-1,1,0,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",4,"Short","Social","Zero",4,"Chrome",0,"Same","tomato",2,"",0,1776,"straightahead",-1,1,0,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",5,"Short","Social","Zero",4,"Chrome",0,"Same","Novel135",2,"Novel135",2,4755,"silentLUshort",1,0,1,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,TRUE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",6,"Short","Social","Zero",4,"Chrome",0,"Same","Novel33",3,"Novel135",2,4443,"straightahead",-1,0,0,1,(Oct 06 2014 09:24:05),0,TRUE,TRUE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",7,"Short","Social","Zero",4,"Chrome",1,"Switch","Novel82",3,"Novel20",0,8321,"silentRUshort",3,0,1,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",8,"Short","Social","Zero",4,"Chrome",1,"Switch","Novel97",1,"Novel20",0,3058,"straightahead",-1,0,0,1,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",9,"Short","Social","Zero",4,"Chrome",2,"Same","Novel78",3,"Novel78",3,2884,"silentRUshort",3,0,1,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,TRUE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",10,"Short","Social","Zero",4,"Chrome",2,"Same","Novel125",3,"Novel78",3,1495,"straightahead",-1,0,0,1,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",11,"Short","Social","Zero",4,"Chrome",3,"Switch","Novel29",0,"Novel28",2,1735,"silentRDshort",2,0,1,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",12,"Short","Social","Zero",4,"Chrome",3,"Switch","Novel50",0,"Novel28",2,3337,"straightahead",-1,0,0,1,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,FALSE
"A10K8ZSAU26T49","Oct 06 2014","09:24:05",13,"Short","Social","Zero",4,"Chrome",4,"Same","Novel43",1,"Novel43",1,2905,"silentLDshort",0,0,1,0,(Oct 06 2014 09:24:05),0,TRUE,FALSE,4,TRUE
